"Name","Start","End","Duration","Process"
"Zoom Spotkanie","2023-01-12T18:16:01.0000000","2023-01-12T18:16:24.0000000","0:00:23","Zoom"
"instaKod - Google Chrome","2023-01-12T18:16:24.0000000","2023-01-12T18:16:30.0000000","0:00:06","Google Chrome"
"instaKod - Google Chrome","2023-01-12T18:16:30.0000000","2023-01-12T18:16:40.0000000","0:00:10","Google Chrome"
"Zoom Spotkanie","2023-01-12T18:16:40.0000000","2023-01-12T18:19:24.0000000","0:02:44","Zoom"
"instaKod - Google Chrome","2023-01-12T18:19:24.0000000","2023-01-12T18:19:42.0000000","0:00:18","Google Chrome"
"Zoom Spotkanie","2023-01-12T18:19:42.0000000","2023-01-12T18:20:13.0000000","0:00:31","Zoom"
"instaKod - Google Chrome","2023-01-12T18:20:13.0000000","2023-01-12T18:20:25.0000000","0:00:12","Google Chrome"
"Zoom Spotkanie","2023-01-12T18:20:25.0000000","2023-01-12T18:22:30.0000000","0:02:05","Zoom"
"instaKod - Google Chrome","2023-01-12T18:22:30.0000000","2023-01-12T18:22:45.0000000","0:00:15","Google Chrome"
"Zoom Spotkanie","2023-01-12T18:22:45.0000000","2023-01-12T18:23:24.0000000","0:00:39","Zoom"
"instaKod - Google Chrome","2023-01-12T18:23:24.0000000","2023-01-12T18:23:45.0000000","0:00:21","Google Chrome"
"Zoom Spotkanie","2023-01-12T18:23:45.0000000","2023-01-12T18:23:55.0000000","0:00:10","Zoom"
"instaKod - Google Chrome","2023-01-12T18:23:55.0000000","2023-01-12T18:24:11.0000000","0:00:16","Google Chrome"
"Zoom Spotkanie","2023-01-12T18:24:11.0000000","2023-01-12T18:25:16.0000000","0:01:05","Zoom"
"instaKod - Google Chrome","2023-01-12T18:25:16.0000000","2023-01-12T18:25:24.0000000","0:00:08","Google Chrome"
"Zoom Spotkanie","2023-01-12T18:25:24.0000000","2023-01-12T18:25:47.0000000","0:00:23","Zoom"
"instaKod - Google Chrome","2023-01-12T18:25:47.0000000","2023-01-12T18:25:54.0000000","0:00:07","Google Chrome"
"Zoom Spotkanie","2023-01-12T18:25:54.0000000","2023-01-12T18:29:10.0000000","0:03:16","Zoom"
"instaKod - Google Chrome","2023-01-12T18:29:10.0000000","2023-01-12T18:29:24.0000000","0:00:14","Google Chrome"
"ZPToolBarParentWnd","2023-01-12T18:29:24.0000000","2023-01-12T18:29:42.0000000","0:00:18","Zoom"
"Zoom Spotkanie","2023-01-12T18:29:42.0000000","2023-01-12T18:30:48.0000000","0:01:06","Zoom"
"instaKod - Google Chrome","2023-01-12T18:30:48.0000000","2023-01-12T18:30:53.0000000","0:00:05","Google Chrome"
"Zoom","2023-01-12T18:30:53.0000000","2023-01-12T18:30:58.0000000","0:00:05","Zoom"
"Spotkania w chmurze Zoom","2023-01-12T18:30:58.0000000","2023-01-12T18:31:20.0000000","0:00:22","Zoom"
"Odebrane (2 392) - michal.iwicki00@gmail.com - Gmail - Google Chrome","2023-01-12T18:31:20.0000000","2023-01-12T18:31:29.0000000","0:00:09","Google Chrome"
"zebranie zespołu czwartek 2023-01-12 godz. 18:40 zoom 12 - miwi@instakolko.pl - InstaKod Sp. z o.o. (poczta) - Google Chrome","2023-01-12T18:31:29.0000000","2023-01-12T18:31:35.0000000","0:00:06","Google Chrome"
"Logowanie – Konta Google - Google Chrome","2023-01-12T18:31:35.0000000","2023-01-12T18:31:41.0000000","0:00:06","Google Chrome"
"Zoom - Łączenie...","2023-01-12T18:31:41.0000000","2023-01-12T18:31:46.0000000","0:00:05","Zoom"
"Odebrane (37) - miwi@instakolko.pl - InstaKod Sp. z o.o. (poczta) - Google Chrome","2023-01-12T18:31:46.0000000","2023-01-12T18:31:51.0000000","0:00:05","Google Chrome"
"instaKod - Google Chrome","2023-01-12T18:31:51.0000000","2023-01-12T18:32:00.0000000","0:00:09","Google Chrome"
"instaKod - Google Chrome","2023-01-12T18:37:19.0000000","2023-01-12T18:37:24.0000000","0:00:05","Google Chrome"
"Zoom Spotkanie","2023-01-12T18:37:24.0000000","2023-01-12T18:37:37.0000000","0:00:13","Zoom"
"Wybierz JEDNĄ z opcji konferencji głosowej","2023-01-12T18:37:37.0000000","2023-01-12T18:37:43.0000000","0:00:06","Zoom"
"Zoom Spotkanie","2023-01-12T18:37:43.0000000","2023-01-12T18:44:31.0000000","0:06:48","Zoom"
"instaKod - Google Chrome","2023-01-12T18:44:31.0000000","2023-01-12T18:44:36.0000000","0:00:05","Google Chrome"
"Zoom Spotkanie","2023-01-12T18:44:36.0000000","2023-01-12T18:50:46.0000000","0:06:10","Zoom"
"ZPToolBarParentWnd","2023-01-12T18:50:46.0000000","2023-01-12T18:51:11.0000000","0:00:25","Zoom"
"instaKod - Google Chrome","2023-01-12T18:51:11.0000000","2023-01-12T18:51:43.0000000","0:00:32","Google Chrome"
"Zoom Spotkanie","2023-01-12T18:51:43.0000000","2023-01-12T18:54:46.0000000","0:03:03","Zoom"
"instaKod - Google Chrome","2023-01-12T18:54:46.0000000","2023-01-12T18:55:01.0000000","0:00:15","Google Chrome"
"ZPToolBarParentWnd","2023-01-12T18:55:01.0000000","2023-01-12T18:55:16.0000000","0:00:15","Zoom"
"instaKod - Google Chrome","2023-01-12T18:55:16.0000000","2023-01-12T18:55:24.0000000","0:00:08","Google Chrome"
"Zoom Spotkanie","2023-01-12T18:55:24.0000000","2023-01-12T18:57:57.0000000","0:02:33","Zoom"
"plan grup 2022_2023 - Arkusze Google - Google Chrome","2023-01-12T18:57:57.0000000","2023-01-12T18:58:32.0000000","0:00:35","Google Chrome"
"Zoom Spotkanie","2023-01-12T18:58:32.0000000","2023-01-12T18:58:51.0000000","0:00:19","Zoom"
"plan grup 2022_2023 - Arkusze Google - Google Chrome","2023-01-12T18:58:51.0000000","2023-01-12T18:58:56.0000000","0:00:05","Google Chrome"
"Zoom Spotkanie","2023-01-12T18:58:56.0000000","2023-01-12T19:03:35.0000000","0:04:39","Zoom"
"plan grup 2022_2023 - Arkusze Google - Google Chrome","2023-01-12T19:03:35.0000000","2023-01-12T19:03:41.0000000","0:00:06","Google Chrome"
"plan grup 2022_2023 - Arkusze Google - Google Chrome","2023-01-12T19:03:41.0000000","2023-01-12T19:03:56.0000000","0:00:15","Google Chrome"
"Zoom Spotkanie","2023-01-12T19:03:56.0000000","2023-01-12T19:04:25.0000000","0:00:29","Zoom"
"Bez tytułu - Google Chrome","2023-01-12T19:04:25.0000000","2023-01-12T19:04:30.0000000","0:00:05","Google Chrome"
"Odebrane (2 392) - michal.iwicki00@gmail.com - Gmail - Google Chrome","2023-01-12T19:04:30.0000000","2023-01-12T19:04:44.0000000","0:00:14","Google Chrome"
"Odebrane (2 392) - michal.iwicki00@gmail.com - Gmail - Google Chrome","2023-01-12T19:04:44.0000000","2023-01-12T19:04:49.0000000","0:00:05","Google Chrome"
"mini plan lato - Szukaj w Google - Google Chrome","2023-01-12T19:04:49.0000000","2023-01-12T19:04:56.0000000","0:00:07","Google Chrome"
"Plany zajęć i procedury | Wydział Matematyki i Nauk Informacyjnych - Google Chrome","2023-01-12T19:04:56.0000000","2023-01-12T19:05:03.0000000","0:00:07","Google Chrome"
"Plany zajęć | Wydział Matematyki i Nauk Informacyjnych - Google Chrome","2023-01-12T19:05:03.0000000","2023-01-12T19:05:12.0000000","0:00:09","Google Chrome"
"Inżynieria i analiza danych, I st. - przedmioty obowiązkowe, sem. 3 - 2022Z - USOSWEB PW - Google Chrome","2023-01-12T19:05:12.0000000","2023-01-12T19:05:26.0000000","0:00:14","Google Chrome"
"Plany zajęć | Wydział Matematyki i Nauk Informacyjnych - Google Chrome","2023-01-12T19:05:26.0000000","2023-01-12T19:05:42.0000000","0:00:16","Google Chrome"
"Inżynieria i analiza danych, I st. - przedmioty obowiązkowe, sem. 4 - 2022L - USOSWEB PW - Google Chrome","2023-01-12T19:05:42.0000000","2023-01-12T19:06:07.0000000","0:00:25","Google Chrome"
"Zoom Spotkanie","2023-01-12T19:06:07.0000000","2023-01-12T19:10:02.0000000","0:03:55","Zoom"
"Inżynieria i analiza danych, I st. - przedmioty obowiązkowe, sem. 4 - 2022L - USOSWEB PW - Google Chrome","2023-01-12T19:10:02.0000000","2023-01-12T19:10:21.0000000","0:00:19","Google Chrome"
"Wychowanie fizyczne gr.1 - Plan zajęć w 2022L - USOSWEB PW - Google Chrome","2023-01-12T19:10:21.0000000","2023-01-12T19:10:34.0000000","0:00:13","Google Chrome"
"Plany zajęć | Wydział Matematyki i Nauk Informacyjnych - Google Chrome","2023-01-12T19:10:34.0000000","2023-01-12T19:10:40.0000000","0:00:06","Google Chrome"
"instaKod - Google Chrome","2023-01-12T19:10:40.0000000","2023-01-12T19:10:47.0000000","0:00:07","Google Chrome"
"instadb.com - praca : Edycja rekordu - Google Chrome","2023-01-12T19:10:47.0000000","2023-01-12T19:10:53.0000000","0:00:06","Google Chrome"
"https://www.youtube.com/feed/subscriptions - Google Chrome","2023-01-12T19:10:53.0000000","2023-01-12T19:10:58.0000000","0:00:05","Google Chrome"
"Subskrypcje - YouTube - Google Chrome","2023-01-12T19:10:58.0000000","2023-01-12T19:11:04.0000000","0:00:06","Google Chrome"
"Falling ladders - why does this happen? - YouTube - Google Chrome","2023-01-12T19:11:04.0000000","2023-01-12T19:12:59.0000000","0:01:55","Google Chrome"
"Be healthy, not happy - YouTube - Google Chrome","2023-01-12T19:12:59.0000000","2023-01-12T19:13:22.0000000","0:00:23","Google Chrome"
"Co stało się z Elfami po Wojnie? - YouTube - Google Chrome","2023-01-12T19:13:22.0000000","2023-01-12T19:14:04.0000000","0:00:42","Google Chrome"
"Trying To Find Girls... #shorts - YouTube - Google Chrome","2023-01-12T19:14:04.0000000","2023-01-12T19:14:20.0000000","0:00:16","Google Chrome"
"Peter’s build different #shorts - YouTube - Google Chrome","2023-01-12T19:14:20.0000000","2023-01-12T19:14:37.0000000","0:00:17","Google Chrome"
"When you ask someone how old their child is and they answer using months💀😭 - YouTube - Google Chrome","2023-01-12T19:14:37.0000000","2023-01-12T19:14:55.0000000","0:00:18","Google Chrome"
"African people be like: - YouTube - Google Chrome","2023-01-12T19:14:55.0000000","2023-01-12T19:15:07.0000000","0:00:12","Google Chrome"
"How To Get INSANE Aim In Fortnite🎯😲#shorts - YouTube - Google Chrome","2023-01-12T19:15:07.0000000","2023-01-12T19:15:29.0000000","0:00:22","Google Chrome"
"Double trouble #bi #bigirl #lgbtqia #shorts - YouTube - Google Chrome","2023-01-12T19:15:29.0000000","2023-01-12T19:15:38.0000000","0:00:09","Google Chrome"
"#debarge ♥️ - YouTube - Google Chrome","2023-01-12T19:15:38.0000000","2023-01-12T19:15:48.0000000","0:00:10","Google Chrome"
"This VTuber's addiction - YouTube - Google Chrome","2023-01-12T19:15:48.0000000","2023-01-12T19:16:04.0000000","0:00:16","Google Chrome"
"Not her going feral… SEND HELP 🫠 ##MomsofTikTok #dadsoftiktok #momcomedy #wivesoftiktok #shorts - YouTube - Google Chrome","2023-01-12T19:16:04.0000000","2023-01-12T19:16:13.0000000","0:00:09","Google Chrome"
"it’s the first one for me - YouTube - Google Chrome","2023-01-12T19:16:13.0000000","2023-01-12T19:17:20.0000000","0:01:07","Google Chrome"
"I found the source of my problems - YouTube - Google Chrome","2023-01-12T19:17:20.0000000","2023-01-12T19:17:28.0000000","0:00:08","Google Chrome"
"Ohio Final Boss vs North Korea Boss #shorts - YouTube - Google Chrome","2023-01-12T19:17:28.0000000","2023-01-12T19:17:37.0000000","0:00:09","Google Chrome"
"The Strangest Bottle Openers 🍾 #shorts - YouTube - Google Chrome","2023-01-12T19:17:37.0000000","2023-01-12T19:17:43.0000000","0:00:06","Google Chrome"
"#luffy #zoro #nami #shorts - YouTube - Google Chrome","2023-01-12T19:17:43.0000000","2023-01-12T19:17:48.0000000","0:00:05","Google Chrome"
"When you have to mark what’s yours😂😁 - YouTube - Google Chrome","2023-01-12T19:17:48.0000000","2023-01-12T19:18:04.0000000","0:00:16","Google Chrome"
"Tower At Different Times (World's Smallest Violin) #shorts - YouTube - Google Chrome","2023-01-12T19:18:04.0000000","2023-01-12T19:18:15.0000000","0:00:11","Google Chrome"
"Shine post 4k short edit - Wannabe - YouTube - Google Chrome","2023-01-12T19:18:15.0000000","2023-01-12T19:18:24.0000000","0:00:09","Google Chrome"
"How to get ANY MAN to propose 😍💍 - YouTube - Google Chrome","2023-01-12T19:18:24.0000000","2023-01-12T19:18:30.0000000","0:00:06","Google Chrome"
"Did he pass?😂 - YouTube - Google Chrome","2023-01-12T19:18:30.0000000","2023-01-12T19:18:36.0000000","0:00:06","Google Chrome"
"How parents expect us to watch anime - YouTube - Google Chrome","2023-01-12T19:18:36.0000000","2023-01-12T19:18:50.0000000","0:00:14","Google Chrome"
"How to Carve Fruit Very Fast and Beauty part 3349 - YouTube - Google Chrome","2023-01-12T19:18:50.0000000","2023-01-12T19:19:10.0000000","0:00:20","Google Chrome"
"Kratos's Curse 😢 - YouTube - Google Chrome","2023-01-12T19:19:10.0000000","2023-01-12T19:19:16.0000000","0:00:06","Google Chrome"
"new short video ♨💯💯🤣🤣🤣😋#shorts #youtubeshorts - YouTube - Google Chrome","2023-01-12T19:19:16.0000000","2023-01-12T19:19:23.0000000","0:00:07","Google Chrome"
"he is the strongest #Shorts - YouTube - Google Chrome","2023-01-12T19:19:23.0000000","2023-01-12T19:19:57.0000000","0:00:34","Google Chrome"
"Me giving my homie girl advice. - YouTube - Google Chrome","2023-01-12T19:19:57.0000000","2023-01-12T19:20:03.0000000","0:00:06","Google Chrome"
"no pee january - YouTube - Google Chrome","2023-01-12T19:20:03.0000000","2023-01-12T19:20:22.0000000","0:00:19","Google Chrome"
"Jin Mori vs Saitama #shorts #godofhighschool #opm #onepunchman #anime #manga - YouTube - Google Chrome","2023-01-12T19:20:22.0000000","2023-01-12T19:20:30.0000000","0:00:08","Google Chrome"
"This is my ethnicity! 🤯😳💗 what’s yours? - YouTube - Google Chrome","2023-01-12T19:20:30.0000000","2023-01-12T19:20:39.0000000","0:00:09","Google Chrome"
"Vtuber wants to know if you're a top or a bottom? - YouTube - Google Chrome","2023-01-12T19:20:39.0000000","2023-01-12T19:20:46.0000000","0:00:07","Google Chrome"
"System operacyjny Microsoft® Windows®","2023-01-12T19:20:46.0000000","2023-01-12T19:20:53.0000000","0:00:07","System operacyjny Microsoft® Windows®"
"ELDEN RING™","2023-01-12T19:20:53.0000000","2023-01-12T19:20:59.0000000","0:00:06","ELDEN RING™"
"https://www.youtube.com/feed/subscriptions - Google Chrome","2023-01-12T19:20:59.0000000","2023-01-12T19:21:04.0000000","0:00:05","Google Chrome"
"Subskrypcje - YouTube - Google Chrome","2023-01-12T19:21:04.0000000","2023-01-12T19:21:15.0000000","0:00:11","Google Chrome"
"Elden Ring: Full Nepheli Questline (Complete Guide) - All Choices, Endings, and Rewards Explained - YouTube - Google Chrome","2023-01-12T19:21:15.0000000","2023-01-12T19:22:04.0000000","0:00:49","Google Chrome"
"Widok zadań","2023-01-12T19:22:04.0000000","2023-01-12T19:22:09.0000000","0:00:05","System operacyjny Microsoft® Windows®"
"Elden Ring: Full Nepheli Questline (Complete Guide) - All Choices, Endings, and Rewards Explained - YouTube - Google Chrome","2023-01-12T19:22:09.0000000","2023-01-12T19:22:24.0000000","0:00:15","Google Chrome"
"ELDEN RING™","2023-01-12T19:22:24.0000000","2023-01-12T19:25:28.0000000","0:03:04","ELDEN RING™"
"Elden Ring: Full Nepheli Questline (Complete Guide) - All Choices, Endings, and Rewards Explained - YouTube - Google Chrome","2023-01-12T19:25:28.0000000","2023-01-12T19:25:43.0000000","0:00:15","Google Chrome"
"lanya elden ring - YouTube - Google Chrome","2023-01-12T19:25:43.0000000","2023-01-12T19:25:49.0000000","0:00:06","Google Chrome"
"Diallos Hoslow Full Questline: All Diallos's Location | Elden Ring - YouTube - Google Chrome","2023-01-12T19:25:49.0000000","2023-01-12T19:26:25.0000000","0:00:36","Google Chrome"
"ELDEN RING™","2023-01-12T19:26:25.0000000","2023-01-12T19:38:39.0000000","0:12:14","ELDEN RING™"
"Menedżer zadań","2023-01-12T19:38:39.0000000","2023-01-12T19:38:52.0000000","0:00:13","System operacyjny Microsoft® Windows®"
"ELDEN RING™","2023-01-12T19:38:52.0000000","2023-01-12T20:00:40.0000000","0:21:48","ELDEN RING™"
"System operacyjny Microsoft® Windows®","2023-01-12T20:00:40.0000000","2023-01-12T20:00:56.0000000","0:00:16","System operacyjny Microsoft® Windows®"
"Nowa karta - Google Chrome","2023-01-12T21:02:58.0000000","2023-01-12T21:03:04.0000000","0:00:06","Google Chrome"
"Subskrypcje - YouTube - Google Chrome","2023-01-12T21:03:04.0000000","2023-01-12T21:03:35.0000000","0:00:31","Google Chrome"
"SMASH BURGER - hit z TikToka! | Przepis UMAMI - YouTube - Google Chrome","2023-01-12T21:03:35.0000000","2023-01-12T21:06:31.0000000","0:02:56","Google Chrome"
"MY FIRST GAME OF SEASON 13! - YouTube - Google Chrome","2023-01-12T21:06:31.0000000","2023-01-12T21:19:00.0000000","0:12:29","Google Chrome"
"Can you beat Elden Ring while completely MAD? - YouTube - Google Chrome","2023-01-12T21:19:00.0000000","2023-01-12T21:19:05.0000000","0:00:05","Google Chrome"
"KARAIBSKI OBIAD z kurczakiem w Twoim domu! | Pascal Brodnicki - YouTube - Google Chrome","2023-01-12T21:19:05.0000000","2023-01-12T21:23:46.0000000","0:04:41","Google Chrome"
"Can you beat Elden Ring while completely MAD? - YouTube - Google Chrome","2023-01-12T21:23:46.0000000","2023-01-12T21:25:03.0000000","0:01:17","Google Chrome"
"System operacyjny Microsoft® Windows®","2023-01-12T21:48:34.0000000","2023-01-12T21:49:06.0000000","0:00:32","System operacyjny Microsoft® Windows®"
"Can you beat Elden Ring while completely MAD? - YouTube - Google Chrome","2023-01-12T21:49:06.0000000","2023-01-12T21:49:31.0000000","0:00:25","Google Chrome"
"System operacyjny Microsoft® Windows®","2023-01-12T21:55:28.0000000","2023-01-12T21:55:34.0000000","0:00:06","System operacyjny Microsoft® Windows®"
"Can you beat Elden Ring while completely MAD? - YouTube - Google Chrome","2023-01-12T21:55:34.0000000","2023-01-12T21:56:06.0000000","0:00:32","Google Chrome"
"System operacyjny Microsoft® Windows®","2023-01-12T21:56:06.0000000","2023-01-12T21:56:15.0000000","0:00:09","System operacyjny Microsoft® Windows®"
"ELDEN RING™","2023-01-12T21:56:15.0000000","2023-01-12T22:39:44.0000000","0:43:29","ELDEN RING™"
"Nowa karta - Google Chrome","2023-01-12T22:39:44.0000000","2023-01-12T22:39:52.0000000","0:00:08","Google Chrome"
"(1) Facebook - Google Chrome","2023-01-12T22:39:52.0000000","2023-01-12T22:39:57.0000000","0:00:05","Google Chrome"
"Facebook - Google Chrome","2023-01-12T22:39:57.0000000","2023-01-12T22:40:27.0000000","0:00:30","Google Chrome"
"Facebook - Google Chrome","2023-01-12T22:40:27.0000000","2023-01-12T22:40:33.0000000","0:00:06","Google Chrome"
"Facebook - Google Chrome","2023-01-12T22:40:33.0000000","2023-01-12T22:40:39.0000000","0:00:06","Google Chrome"
"Facebook - Google Chrome","2023-01-12T22:40:39.0000000","2023-01-12T22:40:45.0000000","0:00:06","Google Chrome"
"Facebook - Google Chrome","2023-01-12T22:40:45.0000000","2023-01-12T22:43:03.0000000","0:02:18","Google Chrome"
"Facebook - Google Chrome","2023-01-12T22:43:03.0000000","2023-01-12T22:43:20.0000000","0:00:17","Google Chrome"
"Subskrypcje - YouTube - Google Chrome","2023-01-12T22:43:20.0000000","2023-01-12T22:43:25.0000000","0:00:05","Google Chrome"
"YouTube - Google Chrome","2023-01-12T22:43:25.0000000","2023-01-12T22:43:46.0000000","0:00:21","Google Chrome"
"Why you should be bald - YouTube - Google Chrome","2023-01-12T22:43:46.0000000","2023-01-12T22:44:17.0000000","0:00:31","Google Chrome"
"Elden Ring - INSANE OP 3X DAMAGE [Overpowered BERSERK Build] Destroying Maliketh - YouTube - Google Chrome","2023-01-12T22:44:17.0000000","2023-01-12T22:44:54.0000000","0:00:37","Google Chrome"
"System operacyjny Microsoft® Windows®","2023-01-13T11:45:34.0000000","2023-01-13T11:46:03.0000000","0:00:29","System operacyjny Microsoft® Windows®"
"ELDEN RING™","2023-01-13T11:46:03.0000000","2023-01-13T11:48:26.0000000","0:02:23","ELDEN RING™"
"System operacyjny Microsoft® Windows®","2023-01-13T11:48:26.0000000","2023-01-13T11:48:36.0000000","0:00:10","System operacyjny Microsoft® Windows®"
"Widok zadań","2023-01-13T11:48:36.0000000","2023-01-13T11:48:42.0000000","0:00:06","System operacyjny Microsoft® Windows®"
"FPS Monitor -  - Admin","2023-01-13T11:48:42.0000000","2023-01-13T11:48:47.0000000","0:00:05","FPSMonitor"
"ELDEN RING™","2023-01-13T11:48:47.0000000","2023-01-13T11:51:19.0000000","0:02:32","ELDEN RING™"
"FPS Monitor - Default - Admin","2023-01-13T11:51:19.0000000","2023-01-13T11:51:24.0000000","0:00:05","FPSMonitor"
"ELDEN RING™","2023-01-13T11:51:24.0000000","2023-01-13T12:13:55.0000000","0:22:31","ELDEN RING™"
"Nowa karta - Google Chrome","2023-01-13T12:13:55.0000000","2023-01-13T12:14:05.0000000","0:00:10","Google Chrome"
"Remembrance Weapons (Boss Weapons) | Elden Ring Wiki - Google Chrome","2023-01-13T12:14:05.0000000","2023-01-13T12:14:15.0000000","0:00:10","Google Chrome"
"Blasphemous Blade | Elden Ring Wiki - Google Chrome","2023-01-13T12:14:15.0000000","2023-01-13T12:14:57.0000000","0:00:42","Google Chrome"
"ELDEN RING™","2023-01-13T12:14:57.0000000","2023-01-13T12:16:05.0000000","0:01:08","ELDEN RING™"
"Widok zadań","2023-01-13T12:16:05.0000000","2023-01-13T12:16:12.0000000","0:00:07","System operacyjny Microsoft® Windows®"
"Blasphemous Blade | Elden Ring Wiki - Google Chrome","2023-01-13T12:16:12.0000000","2023-01-13T12:16:18.0000000","0:00:06","Google Chrome"
"Subskrypcje - YouTube - Google Chrome","2023-01-13T12:16:18.0000000","2023-01-13T12:16:24.0000000","0:00:06","Google Chrome"
"malekith the black blade - YouTube - Google Chrome","2023-01-13T12:16:24.0000000","2023-01-13T12:16:36.0000000","0:00:12","Google Chrome"
"Elden Ring Maliketh's Black Blade Build Guide - How to build a Black Blade (NG+ Guide) - YouTube - Google Chrome","2023-01-13T12:16:36.0000000","2023-01-13T12:17:14.0000000","0:00:38","Google Chrome"
"System operacyjny Microsoft® Windows®","2023-01-13T12:17:14.0000000","2023-01-13T12:17:21.0000000","0:00:07","System operacyjny Microsoft® Windows®"
"Maliketh's Black Blade | Elden Ring Wiki - Google Chrome","2023-01-13T12:17:21.0000000","2023-01-13T12:17:37.0000000","0:00:16","Google Chrome"
"ELDEN RING™","2023-01-13T12:17:37.0000000","2023-01-13T12:17:42.0000000","0:00:05","ELDEN RING™"
"Widok zadań","2023-01-13T12:17:42.0000000","2023-01-13T12:17:48.0000000","0:00:06","System operacyjny Microsoft® Windows®"
"Remembrance Weapons (Boss Weapons) | Elden Ring Wiki - Google Chrome","2023-01-13T12:17:48.0000000","2023-01-13T12:17:53.0000000","0:00:05","Google Chrome"
"Black Blade | Elden Ring Wiki - Google Chrome","2023-01-13T12:17:53.0000000","2023-01-13T12:18:44.0000000","0:00:51","Google Chrome"
"ELDEN RING™","2023-01-13T12:18:44.0000000","2023-01-13T12:41:00.0000000","0:22:16","ELDEN RING™"
"Nowa karta - Google Chrome","2023-01-13T12:41:00.0000000","2023-01-13T12:41:08.0000000","0:00:08","Google Chrome"
"Subskrypcje - YouTube - Google Chrome","2023-01-13T12:41:08.0000000","2023-01-13T12:41:13.0000000","0:00:05","Google Chrome"
"Uber bez kierowcy! #shorts - YouTube - Google Chrome","2023-01-13T12:41:13.0000000","2023-01-13T12:42:15.0000000","0:01:02","Google Chrome"
"Kuba Klawiter - YouTube - Google Chrome","2023-01-13T12:42:15.0000000","2023-01-13T12:42:21.0000000","0:00:06","Google Chrome"
"Kuba Klawiter - YouTube - Google Chrome","2023-01-13T12:42:21.0000000","2023-01-13T12:42:26.0000000","0:00:05","Google Chrome"
"CES 2023: Zmieniająca kolory karesoria w BMW, stopy Patrycji i nietłukąca się żarówka - YouTube - Google Chrome","2023-01-13T12:42:26.0000000","2023-01-13T12:50:51.0000000","0:08:25","Google Chrome"
"CES 2023: Smart szafka na buty, latająca łódź i maszyna co nawet człowieka nie umie ładnie narysować - YouTube - Google Chrome","2023-01-13T12:50:51.0000000","2023-01-13T12:58:14.0000000","0:07:23","Google Chrome"
"Subskrypcje - YouTube - Google Chrome","2023-01-13T12:58:14.0000000","2023-01-13T12:58:23.0000000","0:00:09","Google Chrome"
"(1) Facebook - Google Chrome","2023-01-13T12:58:23.0000000","2023-01-13T13:00:38.0000000","0:02:15","Google Chrome"
"(1) Facebook - Google Chrome","2023-01-13T13:00:38.0000000","2023-01-13T13:00:44.0000000","0:00:06","Google Chrome"
"(1) Facebook - Google Chrome","2023-01-13T13:00:44.0000000","2023-01-13T13:01:00.0000000","0:00:16","Google Chrome"
"Facebook - Google Chrome","2023-01-13T13:01:00.0000000","2023-01-13T13:04:39.0000000","0:03:39","Google Chrome"
"Subskrypcje - YouTube - Google Chrome","2023-01-13T13:04:39.0000000","2023-01-13T13:04:46.0000000","0:00:07","Google Chrome"
"Nowa karta - Google Chrome","2023-01-13T14:28:21.0000000","2023-01-13T14:28:30.0000000","0:00:09","Google Chrome"
"Subskrypcje - YouTube - Google Chrome","2023-01-13T14:28:30.0000000","2023-01-13T14:28:43.0000000","0:00:13","Google Chrome"
"Elden Ring PS5 - Gdzie znaleźć Błyskamienny Klucz - Wejście do Akademii Rai Lucarii - YouTube - Google Chrome","2023-01-13T14:28:43.0000000","2023-01-13T14:29:00.0000000","0:00:17","Google Chrome"
"ELDEN RING™","2023-01-13T14:29:00.0000000","2023-01-13T15:06:10.0000000","0:37:10","ELDEN RING™"
"Nowa karta - Google Chrome","2023-01-13T15:06:10.0000000","2023-01-13T15:06:17.0000000","0:00:07","Google Chrome"
"Subskrypcje - YouTube - Google Chrome","2023-01-13T15:06:17.0000000","2023-01-13T15:06:25.0000000","0:00:08","Google Chrome"
"Elden Ring: Full Nepheli Questline (Complete Guide) - All Choices, Endings, and Rewards Explained - YouTube - Google Chrome","2023-01-13T15:06:25.0000000","2023-01-13T15:08:38.0000000","0:02:13","Google Chrome"
"ELDEN RING™","2023-01-13T15:08:38.0000000","2023-01-13T15:12:44.0000000","0:04:06","ELDEN RING™"
"Elden Ring: Full Nepheli Questline (Complete Guide) - All Choices, Endings, and Rewards Explained - YouTube - Google Chrome","2023-01-13T15:12:44.0000000","2023-01-13T15:13:09.0000000","0:00:25","Google Chrome"
"ELDEN RING™","2023-01-13T15:13:09.0000000","2023-01-13T15:19:29.0000000","0:06:20","ELDEN RING™"
"Elden Ring: Full Nepheli Questline (Complete Guide) - All Choices, Endings, and Rewards Explained - YouTube - Google Chrome","2023-01-13T15:19:29.0000000","2023-01-13T15:19:53.0000000","0:00:24","Google Chrome"
"ELDEN RING™","2023-01-13T15:19:53.0000000","2023-01-13T15:22:15.0000000","0:02:22","ELDEN RING™"
"Elden Ring: Full Nepheli Questline (Complete Guide) - All Choices, Endings, and Rewards Explained - YouTube - Google Chrome","2023-01-13T15:22:15.0000000","2023-01-13T15:23:48.0000000","0:01:33","Google Chrome"
"ELDEN RING™","2023-01-13T15:23:48.0000000","2023-01-13T15:23:53.0000000","0:00:05","ELDEN RING™"
"System operacyjny Microsoft® Windows®","2023-01-13T15:23:53.0000000","2023-01-13T15:24:01.0000000","0:00:08","System operacyjny Microsoft® Windows®"
